[00:00:00:288] [Client/INFO]: 60 fps, 20 tick, 139 chunkRender, 0 chunkUpdate
[00:09:18:282] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:19:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:20:288] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:09:21:277] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:09:22:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:23:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:24:286] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:25:283] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:26:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:27:283] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:28:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:29:286] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:30:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:31:291] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:09:32:282] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:09:33:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:34:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:35:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:36:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:37:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:38:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:39:282] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:40:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:41:303] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:09:42:292] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:43:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:09:44:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:09:45:286] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:09:46:282] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:47:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:48:288] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:09:49:292] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:50:279] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:09:51:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:09:52:281] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:09:53:281] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:54:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:55:303] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:09:56:277] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:09:57:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:58:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:09:59:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:00:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:01:291] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:10:02:286] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:10:03:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:04:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:05:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:06:290] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:10:07:288] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:08:285] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:10:09:281] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:10:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:11:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:12:291] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:10:13:286] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:10:14:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:15:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:16:291] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:10:17:291] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:18:279] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:10:19:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:20:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:21:286] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:22:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:23:304] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:10:24:292] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:25:279] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:10:26:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:10:27:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:10:28:281] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:29:286] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:30:291] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:10:31:287] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:10:32:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:33:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:34:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:35:281] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:36:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:37:290] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:10:38:277] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:10:39:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:40:280] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:41:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:42:282] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:43:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:44:288] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:45:291] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:10:46:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:10:47:280] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:48:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:49:286] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:50:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:51:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:52:291] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:10:53:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:10:54:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:55:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:56:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:57:305] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:10:58:304] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:10:59:290] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:00:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:11:01:280] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:02:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:03:281] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:04:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:05:290] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:11:06:277] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:11:07:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:08:291] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:11:09:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:11:10:282] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:11:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:12:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:13:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:14:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:15:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:11:16:279] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:11:17:282] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:18:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:19:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:20:290] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:11:21:288] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:11:22:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:11:23:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:11:24:282] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:25:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:26:288] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:27:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:11:28:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:11:29:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:11:30:279] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:11:31:282] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:32:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:33:288] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:34:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:11:35:280] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:11:36:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:37:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:38:282] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:39:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:40:288] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:41:288] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:42:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:43:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:44:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:45:282] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:46:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:47:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:48:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:49:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:50:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:11:51:305] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:52:283] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:11:53:285] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:54:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:11:55:291] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:11:56:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:11:57:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:11:58:281] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:11:59:279] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:00:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:01:288] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:02:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:03:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:04:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:05:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:06:281] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:07:289] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:08:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:09:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:10:289] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:11:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:12:12:278] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:12:13:283] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:14:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:15:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:16:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:12:17:279] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:12:18:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:19:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:20:281] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:21:284] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:22:287] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:23:277] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:24:278] [Client/INFO]: 60 fps, 20 tick, 91 chunkRender, 0 chunkUpdate
[00:12:25:292] [Client/INFO]: 61 fps, 21 tick, 91 chunkRender, 0 chunkUpdate
[00:12:26:277] [Client/INFO]: 59 fps, 19 tick, 91 chunkRender, 0 chunkUpdate
[00:12:27:281] [Client/INFO]: 60 fps, 20 tick, 102 chunkRender, 2 chunkUpdate
[00:12:28:284] [Client/INFO]: 60 fps, 20 tick, 142 chunkRender, 1 chunkUpdate
[00:12:29:287] [Client/INFO]: 60 fps, 20 tick, 137 chunkRender, 1 chunkUpdate
[00:12:30:277] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:31:278] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:32:306] [Client/INFO]: 61 fps, 21 tick, 118 chunkRender, 0 chunkUpdate
[00:12:33:289] [Client/INFO]: 59 fps, 19 tick, 118 chunkRender, 0 chunkUpdate
[00:12:34:282] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:35:285] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:36:287] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:37:292] [Client/INFO]: 61 fps, 21 tick, 118 chunkRender, 0 chunkUpdate
[00:12:38:279] [Client/INFO]: 59 fps, 19 tick, 118 chunkRender, 0 chunkUpdate
[00:12:39:292] [Client/INFO]: 61 fps, 21 tick, 118 chunkRender, 0 chunkUpdate
[00:12:40:277] [Client/INFO]: 59 fps, 19 tick, 118 chunkRender, 0 chunkUpdate
[00:12:41:281] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:42:284] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:43:288] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:44:277] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:45:278] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:46:292] [Client/INFO]: 61 fps, 21 tick, 118 chunkRender, 0 chunkUpdate
[00:12:47:278] [Client/INFO]: 59 fps, 19 tick, 118 chunkRender, 0 chunkUpdate
[00:12:48:281] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:49:290] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:50:288] [Client/INFO]: 59 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:51:306] [Client/INFO]: 61 fps, 21 tick, 118 chunkRender, 0 chunkUpdate
[00:12:52:278] [Client/INFO]: 59 fps, 19 tick, 118 chunkRender, 0 chunkUpdate
[00:12:53:278] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:54:278] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:55:283] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:56:284] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:57:288] [Client/INFO]: 60 fps, 20 tick, 118 chunkRender, 0 chunkUpdate
[00:12:58:292] [Client/INFO]: 61 fps, 21 tick, 118 chunkRender, 0 chunkUpdate
[00:12:59:278] [Client/INFO]: 59 fps, 19 tick, 118 chunkRender, 0 chunkUpdate
[00:13:00:292] [Client/INFO]: 61 fps, 21 tick, 118 chunkRender, 0 chunkUpdate
[00:13:01:278] [Client/INFO]: 59 fps, 19 tick, 119 chunkRender, 0 chunkUpdate
[00:13:02:281] [Client/INFO]: 60 fps, 20 tick, 138 chunkRender, 0 chunkUpdate
[00:13:03:277] [Client/INFO]: 60 fps, 20 tick, 135 chunkRender, 0 chunkUpdate
[00:13:04:289] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:05:277] [Client/INFO]: 60 fps, 20 tick, 114 chunkRender, 0 chunkUpdate
[00:13:06:278] [Client/INFO]: 60 fps, 20 tick, 130 chunkRender, 0 chunkUpdate
[00:13:07:277] [Client/INFO]: 60 fps, 20 tick, 136 chunkRender, 0 chunkUpdate
[00:13:08:277] [Client/INFO]: 60 fps, 20 tick, 151 chunkRender, 0 chunkUpdate
[00:13:09:283] [Client/INFO]: 60 fps, 20 tick, 142 chunkRender, 0 chunkUpdate
[00:13:10:280] [Client/INFO]: 60 fps, 20 tick, 151 chunkRender, 1 chunkUpdate
[00:13:11:287] [Client/INFO]: 60 fps, 20 tick, 159 chunkRender, 0 chunkUpdate
[00:13:12:306] [Client/INFO]: 61 fps, 21 tick, 125 chunkRender, 1 chunkUpdate
[00:13:13:278] [Client/INFO]: 59 fps, 19 tick, 124 chunkRender, 3 chunkUpdate
[00:13:14:286] [Client/INFO]: 60 fps, 20 tick, 129 chunkRender, 3 chunkUpdate
[00:13:15:288] [Client/INFO]: 60 fps, 20 tick, 125 chunkRender, 2 chunkUpdate
[00:13:16:286] [Client/INFO]: 60 fps, 20 tick, 120 chunkRender, 0 chunkUpdate
[00:13:17:286] [Client/INFO]: 60 fps, 20 tick, 123 chunkRender, 0 chunkUpdate
[00:13:18:284] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:19:288] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:20:278] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:21:277] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:22:283] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:23:281] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:24:286] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:25:287] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:26:306] [Client/INFO]: 61 fps, 21 tick, 126 chunkRender, 0 chunkUpdate
[00:13:27:278] [Client/INFO]: 59 fps, 19 tick, 126 chunkRender, 0 chunkUpdate
[00:13:28:288] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:29:277] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:30:285] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:31:284] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:32:288] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:33:291] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:34:278] [Client/INFO]: 59 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:35:292] [Client/INFO]: 61 fps, 21 tick, 126 chunkRender, 0 chunkUpdate
[00:13:36:284] [Client/INFO]: 59 fps, 19 tick, 123 chunkRender, 2 chunkUpdate
[00:13:37:279] [Client/INFO]: 60 fps, 20 tick, 120 chunkRender, 0 chunkUpdate
[00:13:38:284] [Client/INFO]: 60 fps, 20 tick, 124 chunkRender, 0 chunkUpdate
[00:13:39:288] [Client/INFO]: 60 fps, 20 tick, 114 chunkRender, 0 chunkUpdate
[00:13:40:277] [Client/INFO]: 60 fps, 20 tick, 112 chunkRender, 0 chunkUpdate
[00:13:41:278] [Client/INFO]: 60 fps, 20 tick, 113 chunkRender, 0 chunkUpdate
[00:13:42:277] [Client/INFO]: 60 fps, 20 tick, 117 chunkRender, 0 chunkUpdate
[00:13:43:278] [Client/INFO]: 60 fps, 20 tick, 124 chunkRender, 0 chunkUpdate
[00:13:44:286] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:13:45:284] [Client/INFO]: 60 fps, 20 tick, 125 chunkRender, 0 chunkUpdate
[00:13:46:290] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 5 chunkUpdate
[00:13:47:282] [Client/INFO]: 60 fps, 20 tick, 89 chunkRender, 0 chunkUpdate
[00:13:48:279] [Client/INFO]: 60 fps, 20 tick, 97 chunkRender, 4 chunkUpdate
[00:13:49:291] [Client/INFO]: 60 fps, 20 tick, 140 chunkRender, 1 chunkUpdate
[00:13:50:280] [Client/INFO]: 60 fps, 20 tick, 153 chunkRender, 0 chunkUpdate
[00:13:51:281] [Client/INFO]: 60 fps, 20 tick, 152 chunkRender, 0 chunkUpdate
[00:13:52:285] [Client/INFO]: 60 fps, 20 tick, 140 chunkRender, 0 chunkUpdate
[00:13:53:286] [Client/INFO]: 60 fps, 20 tick, 139 chunkRender, 0 chunkUpdate
[00:13:54:291] [Client/INFO]: 60 fps, 20 tick, 146 chunkRender, 0 chunkUpdate
[00:13:55:279] [Client/INFO]: 60 fps, 20 tick, 152 chunkRender, 0 chunkUpdate
[00:13:56:291] [Client/INFO]: 60 fps, 20 tick, 135 chunkRender, 0 chunkUpdate
